t,elapsed,lat,lon,speed_kmh,hr,cadence,distance_m
14:51:59,4030.0,22.236067,114.187353,1.95,140,37,7757.1
14:52:09,4040.0,22.236081,114.187412,2.15,143,0,7763.5
14:52:13,4044.0,22.236084,114.18743,2.18,146,0,7765.4
14:52:16,4047.0,22.23609,114.187442,0.0,148,0,7766.7
14:52:25,4056.0,22.236112,114.187502,2.46,151,0,7773.2
14:52:28,4059.0,22.236115,114.187517,2.51,148,0,7776.4
14:52:30,4061.0,22.236114,114.187552,2.98,143,0,7778.4
14:52:32,4063.0,22.236115,114.187559,2.82,140,0,7779.2
14:52:37,4068.0,22.236119,114.187588,2.73,136,0,7782.2
14:52:40,4071.0,22.236117,114.187604,2.75,139,0,7783.9
14:52:44,4075.0,22.236112,114.18762,0.0,140,0,7785.5
14:52:48,4079.0,22.236118,114.187628,0.0,136,0,7786.6
14:52:57,4088.0,22.236124,114.187666,0.0,136,0,7790.6
14:53:02,4093.0,22.23612,114.187703,2.08,141,0,7794.4
14:53:04,4095.0,22.23612,114.187716,0.0,144,0,7795.7
14:53:08,4099.0,22.236123,114.187723,0.0,142,0,7796.5
14:53:10,4101.0,22.236125,114.187732,0.0,139,0,7797.5
14:53:15,4106.0,22.236126,114.187754,1.49,136,0,7799.7
14:53:25,4116.0,22.236127,114.187792,0.0,138,0,7803.9
14:53:31,4122.0,22.236126,114.187804,0.0,135,0,7805.4
14:53:33,4124.0,22.23613,114.187812,0.0,134,0,7806.3
14:53:34,4125.0,22.236133,114.187817,1.46,131,25,7806.9
14:53:45,4136.0,22.236153,114.187861,0.0,133,19,7812.0
14:53:54,4145.0,22.236169,114.187904,1.81,136,0,7816.7
14:53:58,4149.0,22.236176,114.187924,0.0,137,27,7819.0
14:54:12,4163.0,22.236201,114.187981,0.0,137,0,7825.5
14:54:18,4169.0,22.236205,114.188005,1.64,140,0,7828.1
14:54:22,4173.0,22.23621,114.188019,0.0,143,0,7830.0
14:54:27,4178.0,22.236217,114.188039,0.0,144,0,7831.8
14:54:29,4180.0,22.236217,114.188045,0.0,140,0,7832.4
14:54:31,4182.0,22.236221,114.188054,0.0,136,17,7833.4
14:54:36,4187.0,22.236233,114.188077,1.76,137,17,7836.1
14:54:41,4192.0,22.236242,114.188101,1.93,136,0,7838.8
14:54:54,4205.0,22.236281,114.188151,1.89,134,23,7845.6
14:55:00,4211.0,22.236294,114.188176,0.0,137,23,7848.7
14:55:03,4214.0,22.236305,114.188187,1.9,137,19,7850.3
14:55:08,4219.0,22.236329,114.188199,2.01,140,0,7853.1
14:55:10,4221.0,22.236337,114.188204,1.94,137,0,7854.2
14:55:13,4224.0,22.236351,114.18821,2.04,133,0,7855.8
14:55:16,4227.0,22.236365,114.188217,2.02,130,0,7857.6
14:55:18,4229.0,22.236372,114.188221,0.0,134,0,7858.4
14:55:28,4239.0,22.236384,114.188235,0.0,137,0,7860.8
14:55:31,4242.0,22.236389,114.188239,0.0,135,0,7861.2
14:55:34,4245.0,22.23639,114.188245,0.0,131,0,7861.8
14:55:50,4261.0,22.236433,114.188279,0.0,130,37,7867.9
14:55:58,4269.0,22.236451,114.188292,0.0,127,31,7870.3
14:56:01,4272.0,22.236452,114.188296,0.0,127,0,7870.8
14:56:06,4277.0,22.236462,114.188305,0.0,130,0,7872.2
14:56:16,4287.0,22.236471,114.188317,0.0,130,0,7873.8
14:56:19,4290.0,22.236473,114.18832,0.0,130,0,7874.2
14:56:27,4298.0,22.236486,114.188327,0.0,127,0,7875.9
14:56:31,4302.0,22.236489,114.188329,0.0,124,0,7876.2
14:56:33,4304.0,22.236493,114.18833,0.0,124,0,7876.8
14:56:38,4309.0,22.236512,114.18832,1.08,127,34,7879.1
14:56:44,4315.0,22.236561,114.1883,2.54,128,40,7884.9
14:56:47,4318.0,22.236591,114.188279,3.49,128,41,7888.9
14:56:52,4323.0,22.236642,114.18823,4.81,129,41,7896.5
14:56:54,4325.0,22.236669,114.188206,5.04,126,41,7900.3
14:56:58,4329.0,22.236695,114.188189,4.87,129,0,7903.8
14:57:00,4331.0,22.236712,114.188179,4.57,132,0,7905.9
14:57:02,4333.0,22.236727,114.188169,4.2,130,0,7907.8
14:57:08,4339.0,22.236761,114.188145,3.26,134,0,7912.2
14:57:14,4345.0,22.236785,114.188128,0.0,137,0,7915.4
14:57:15,4346.0,22.236788,114.188127,0.0,137,0,7915.9
14:57:30,4361.0,22.236846,114.188078,2.08,139,25,7923.9
14:57:33,4364.0,22.236891,114.188039,3.39,136,40,7930.4
14:57:35,4366.0,22.236933,114.188004,4.98,136,59,7936.2
14:57:41,4372.0,22.237089,114.187867,10.8,137,75,7958.6
14:57:44,4375.0,22.237175,114.187789,12.92,140,59,7971.1
14:57:46,4377.0,22.237237,114.187738,13.96,143,70,7979.6
14:57:48,4379.0,22.237297,114.187685,14.64,145,98,7988.3
14:57:51,4382.0,22.237382,114.1876,15.19,148,100,8001.1
14:57:53,4384.0,22.23744,114.187543,15.36,151,90,8009.8
14:57:55,4386.0,22.237497,114.187488,15.42,151,79,8018.4
14:58:00,4391.0,22.23764,114.187358,15.22,154,69,8039.0
14:58:02,4393.0,22.237698,114.187307,15.19,151,68,8047.4
14:58:05,4396.0,22.237781,114.187226,15.02,151,68,8059.9
14:58:10,4401.0,22.237914,114.187088,14.85,154,72,8080.2
14:58:14,4405.0,22.238021,114.186989,14.56,154,77,8095.9
14:58:21,4412.0,22.238217,114.186824,14.21,157,90,8123.5
14:58:22,4413.0,22.238246,114.1868,14.21,157,92,8127.6
14:58:25,4416.0,22.238331,114.186726,14.24,154,98,8139.6
14:58:29,4420.0,22.238433,114.186634,13.98,150,72,8154.4
14:58:36,4427.0,22.238568,114.18651,11.55,153,0,8174.0
14:58:40,4431.0,22.238647,114.186441,9.29,149,0,8185.3
14:58:44,4435.0,22.238685,114.186406,8.17,148,0,8190.9
14:58:49,4440.0,22.238746,114.18636,6.82,144,0,8199.1
14:58:54,4445.0,22.238804,114.186321,5.82,143,0,8206.7
14:58:57,4448.0,22.238841,114.186291,5.32,140,0,8211.8
14:59:02,4453.0,22.238874,114.186264,4.71,144,0,8216.4
14:59:04,4455.0,22.238897,114.186241,4.4,144,0,8219.9
14:59:12,4463.0,22.238945,114.186186,4.11,147,0,8227.6
14:59:14,4465.0,22.238957,114.186173,3.96,150,0,8229.6
14:59:15,4466.0,22.238963,114.186168,3.86,150,0,8230.4
14:59:17,4468.0,22.238973,114.186157,3.64,153,0,8232.0
14:59:21,4472.0,22.238989,114.186137,3.13,150,0,8234.7
14:59:27,4478.0,22.238999,114.186102,2.44,149,0,8238.5
14:59:37,4488.0,22.239,114.186048,2.08,146,0,8244.1
14:59:42,4493.0,22.238994,114.186024,1.89,144,0,8246.8
14:59:48,4499.0,22.238986,114.185995,1.88,141,36,8249.9
14:59:51,4502.0,22.238977,114.185965,2.39,141,38,8253.1
14:59:54,4505.0,22.238961,114.185927,3.22,141,38,8257.5
14:59:58,4509.0,22.238924,114.185864,5.04,141,45,8265.1
15:00:05,4516.0,22.23883,114.185747,7.59,145,47,8281.0
15:00:06,4517.0,22.238816,114.185729,7.82,144,44,8283.5
15:00:11,4522.0,22.238739,114.185627,8.93,144,48,8297.0
15:00:18,4529.0,22.238605,114.185491,10.2,145,48,8317.4
15:00:25,4536.0,22.238441,114.185409,10.48,145,48,8337.6
15:00:27,4538.0,22.238392,114.185395,10.37,148,48,8343.1
15:00:29,4540.0,22.238344,114.18539,10.22,151,48,8348.5
15:00:32,4543.0,22.238272,114.185393,10.03,155,48,8356.5
15:00:33,4544.0,22.238248,114.185394,9.96,155,48,8359.1
15:00:36,4547.0,22.238178,114.185397,9.68,158,48,8366.9
15:00:41,4552.0,22.238055,114.185399,9.6,160,48,8380.5
15:00:49,4560.0,22.237841,114.185405,10.42,162,48,8404.2
15:00:56,4567.0,22.237656,114.185426,10.68,162,48,8424.7
15:01:02,4573.0,22.237504,114.185444,10.39,159,51,8441.7
15:01:04,4575.0,22.23745,114.185451,10.48,160,47,8447.7
15:01:12,4583.0,22.237239,114.185476,10.52,163,48,8471.2
15:01:13,4584.0,22.237213,114.185478,10.58,164,48,8474.1
15:01:22,4593.0,22.236967,114.185487,10.84,165,50,8501.3
15:01:30,4601.0,22.23675,114.185528,11.06,164,49,8525.9
15:01:38,4609.0,22.236566,114.185653,10.91,165,49,8550.0
15:01:45,4616.0,22.236428,114.185789,10.81,167,48,8570.9
15:01:51,4622.0,22.236315,114.18592,10.9,169,48,8589.3
15:01:57,4628.0,22.236248,114.186075,10.84,168,48,8607.0
15:02:05,4636.0,22.236205,114.186314,11.06,165,51,8632.2
15:02:12,4643.0,22.236194,114.186531,11.49,165,48,8654.6
15:02:16,4647.0,22.236194,114.186638,10.98,168,35,8665.5
15:02:21,4652.0,22.236189,114.186748,9.57,168,22,8677.0
15:02:30,4661.0,22.236161,114.186916,7.24,165,0,8694.5
15:02:37,4668.0,22.236136,114.187022,6.25,164,0,8705.8
15:02:46,4677.0,22.23613,114.18715,5.51,161,0,8719.1
15:02:56,4687.0,22.236136,114.187263,4.4,161,0,8730.8
15:03:02,4693.0,22.236141,114.187319,3.73,158,0,8736.6
15:03:06,4697.0,22.236148,114.187355,3.44,153,0,8740.4
15:03:07,4698.0,22.23615,114.187364,3.45,151,0,8741.3
15:03:09,4700.0,22.236154,114.187381,3.41,148,0,8743.1
15:03:17,4708.0,22.236182,114.187447,3.3,145,0,8750.5
15:03:18,4709.0,22.236183,114.187454,3.29,144,0,8751.3
15:03:30,4721.0,22.236163,114.18751,0.0,147,0,8757.5
15:03:31,4722.0,22.236162,114.187513,0.0,146,0,8757.8
15:03:43,4734.0,22.23613,114.187523,0.0,142,0,8761.5
15:03:45,4736.0,22.236126,114.187522,0.0,139,0,8762.0
15:03:58,4749.0,22.236081,114.187506,1.59,137,41,8767.4
15:04:01,4752.0,22.236062,114.187494,2.26,140,38,8769.9
15:04:03,4754.0,22.236051,114.187489,2.52,143,38,8771.2
15:04:05,4756.0,22.236039,114.187483,2.64,137,38,8772.6
15:04:07,4758.0,22.236025,114.187478,2.71,134,38,8774.3
15:04:10,4761.0,22.236007,114.187471,2.7,132,0,8776.4
15:04:16,4767.0,22.235978,114.187463,2.34,135,0,8779.6
15:04:23,4774.0,22.235954,114.187461,0.0,138,0,8782.4
15:04:25,4776.0,22.235953,114.18746,0.0,139,0,8782.6
15:04:36,4787.0,22.235953,114.187466,0.0,142,0,8784.1
15:04:39,4790.0,22.235954,114.187467,0.0,138,0,8784.3
15:04:40,4791.0,22.235953,114.187467,0.0,135,0,8784.3
15:04:42,4793.0,22.235953,114.187467,0.0,131,0,8784.4
15:04:44,4795.0,22.235955,114.187468,0.0,128,0,8784.5
15:04:46,4797.0,22.235955,114.18747,0.0,125,0,8784.7
15:04:56,4807.0,22.235955,114.18747,0.0,128,0,8784.9
15:04:58,4809.0,22.235954,114.18747,0.0,128,0,8785.0
15:05:03,4814.0,22.235954,114.18747,0.0,125,0,8785.1
15:05:12,4823.0,22.235953,114.187472,0.0,122,0,8785.5
15:05:19,4830.0,22.235952,114.187473,0.0,122,0,8785.6
15:05:24,4835.0,22.235955,114.187475,0.0,122,0,8786.0
15:05:35,4846.0,22.235968,114.187481,0.0,121,0,8787.8
15:05:48,4859.0,22.236011,114.187496,1.45,124,40,8792.9
15:05:54,4865.0,22.236032,114.187499,0.0,128,0,8795.2
15:06:00,4871.0,22.236042,114.18751,0.0,130,0,8796.9
15:06:10,4881.0,22.236042,114.187596,2.82,133,42,8805.7
15:06:12,4883.0,22.236046,114.18762,3.42,136,44,8808.3
15:06:19,4890.0,22.236065,114.187714,4.92,138,42,8818.2
15:06:27,4898.0,22.2361,114.18782,5.3,137,38,8829.8
15:06:33,4904.0,22.236136,114.187893,5.09,137,40,8838.3
15:06:35,4906.0,22.23615,114.18792,5.16,140,41,8841.4
15:06:39,4910.0,22.236176,114.187975,5.42,142,42,8847.8
15:06:45,4916.0,22.236221,114.188054,5.73,141,42,8857.4
15:06:51,4922.0,22.23627,114.188133,5.82,140,43,8867.2
15:06:56,4927.0,22.236313,114.188198,5.88,144,44,8875.4
15:06:57,4928.0,22.236322,114.188208,5.82,145,45,8876.8
15:07:03,4934.0,22.236391,114.188281,6.11,139,44,8887.5
15:07:08,4939.0,22.236452,114.188316,5.97,138,44,8895.2
15:07:12,4943.0,22.236509,114.188339,5.38,135,44,8902.0
15:07:16,4947.0,22.236542,114.188348,5.04,134,0,8905.7
15:07:22,4953.0,22.236597,114.188346,4.07,137,0,8911.9
15:07:27,4958.0,22.236613,114.188332,0.0,138,0,8914.3
15:07:30,4961.0,22.23662,114.188323,0.0,135,0,8915.3
15:07:33,4964.0,22.236625,114.188317,0.0,132,0,8916.1
15:07:36,4967.0,22.236635,114.18831,0.0,129,0,8917.5
15:07:43,4974.0,22.236652,114.188299,0.0,126,0,8919.7
15:07:46,4977.0,22.236656,114.188294,0.0,126,0,8920.3
15:08:02,4993.0,22.236686,114.188278,0.0,125,0,8924.0
15:08:05,4996.0,22.236687,114.188277,0.0,128,0,8924.2
15:08:07,4998.0,22.236689,114.18828,0.0,131,0,8924.5
15:08:14,5005.0,22.236698,114.188281,0.0,128,0,8925.5
15:08:15,5006.0,22.236699,114.188282,0.0,128,0,8925.6
15:08:22,5013.0,22.236706,114.188281,0.0,125,0,8926.5
15:08:29,5020.0,22.236717,114.188278,0.0,122,0,8927.8
15:08:30,5021.0,22.236719,114.188276,0.0,122,0,8928.1
15:08:32,5023.0,22.236723,114.188274,0.0,125,0,8928.5
15:08:35,5026.0,22.236732,114.188265,1.04,128,0,8930.0
15:08:41,5032.0,22.236756,114.188242,1.81,125,0,8933.5
15:08:44,5035.0,22.236767,114.188233,1.95,128,0,8935.0
15:08:45,5036.0,22.236771,114.188231,0.0,128,0,8935.5
15:08:52,5043.0,22.236791,114.188218,1.71,131,0,8938.6
15:08:53,5044.0,22.236799,114.188207,1.93,131,29,8939.9
15:08:56,5047.0,22.236841,114.188157,3.56,130,57,8946.9
15:08:58,5049.0,22.236879,114.188114,5.16,129,83,8953.0
15:09:05,5056.0,22.237033,114.187927,11.67,131,94,8978.8
15:09:08,5059.0,22.237099,114.18783,13.29,134,98,8991.2
15:09:10,5061.0,22.237144,114.18777,13.84,137,96,8999.2
15:09:11,5062.0,22.237168,114.187739,14.04,138,96,9003.2
15:09:12,5063.0,22.237191,114.187708,14.24,140,120,9007.4
15:09:18,5069.0,22.237331,114.187522,14.72,143,77,9032.0
15:09:20,5071.0,22.237376,114.187458,14.75,142,73,9040.3
15:09:29,5080.0,22.237584,114.187174,14.89,141,72,9077.5
15:09:34,5085.0,22.23773,114.187,14.6,141,72,9101.6
15:09:36,5087.0,22.237754,114.186971,14.61,141,72,9105.7
15:09:43,5094.0,22.237949,114.186751,14.08,143,77,9136.9
15:09:47,5098.0,22.238021,114.186671,14.04,146,87,9148.4
15:09:50,5101.0,22.238089,114.186593,13.65,147,94,9163.0
15:09:54,5105.0,22.238211,114.18647,13.5,143,96,9178.0
15:09:58,5109.0,22.23831,114.186365,13.5,144,94,9193.3
15:10:06,5117.0,22.238479,114.186181,12.62,143,75,9220.0
15:10:13,5124.0,22.238546,114.186038,9.79,141,0,9236.6
15:10:22,5133.0,22.238549,114.185868,7.41,138,0,9254.2
15:10:30,5141.0,22.238503,114.185775,5.44,137,0,9265.0
15:10:40,5151.0,22.23846,114.185701,3.38,142,0,9273.9
15:10:42,5153.0,22.238449,114.185696,3.16,145,0,9275.2
15:10:43,5154.0,22.238443,114.185689,3.11,149,0,9276.1
15:10:45,5156.0,22.238437,114.185683,3.12,153,0,9277.1
15:10:50,5161.0,22.238422,114.185662,2.52,150,0,9279.8
15:10:51,5162.0,22.238418,114.185657,2.46,149,0,9280.5
15:10:58,5169.0,22.238384,114.185625,2.29,146,22,9285.6
15:11:02,5173.0,22.238362,114.185605,2.73,146,13,9288.8
15:11:08,5179.0,22.238322,114.185559,3.33,144,23,9295.3
15:11:11,5182.0,22.23829,114.18553,4.09,145,47,9299.9
15:11:14,5185.0,22.238252,114.185484,5.25,148,49,9306.2
15:11:17,5188.0,22.238215,114.185447,6.19,149,49,9311.9
15:11:22,5193.0,22.238127,114.185369,7.85,146,51,9324.4
15:11:24,5195.0,22.238091,114.185336,8.36,147,51,9329.7
15:11:31,5202.0,22.237958,114.185234,9.3,141,51,9347.8
15:11:32,5203.0,22.237937,114.185217,9.31,142,51,9350.7
15:11:38,5209.0,22.237826,114.185125,9.29,140,51,9366.3
15:11:46,5217.0,22.23765,114.184991,10.17,140,52,9390.1
15:11:52,5223.0,22.237501,114.184929,10.78,138,51,9407.9
15:11:59,5230.0,22.237326,114.18486,10.59,137,53,9428.6
15:12:07,5238.0,22.237165,114.184723,10.29,134,53,9451.4
15:12:13,5244.0,22.237083,114.184588,9.91,137,52,9468.0
15:12:14,5245.0,22.237068,114.184566,9.83,136,52,9470.8
15:12:16,5247.0,22.237044,114.184517,9.95,133,52,9476.5
15:12:21,5252.0,22.236973,114.184414,9.81,133,51,9489.7
15:12:27,5258.0,22.236875,114.184308,9.52,132,49,9505.2
15:12:34,5265.0,22.236763,114.184217,8.54,130,47,9520.8
15:12:41,5272.0,22.236671,114.184203,6.3,130,0,9531.2
15:12:51,5282.0,22.23657,114.184238,3.99,131,0,9543.0
15:12:54,5285.0,22.236547,114.184253,3.75,134,0,9546.0
15:12:59,5290.0,22.236524,114.184291,4.05,135,42,9550.6
15:13:01,5292.0,22.23651,114.184306,4.09,139,42,9552.7
15:13:10,5301.0,22.23647,114.184375,3.41,141,0,9561.1
15:13:21,5312.0,22.236435,114.184444,2.76,139,0,9569.2
15:13:32,5323.0,22.236416,114.184476,0.0,141,0,9573.1
15:13:41,5332.0,22.236405,114.18448,0.0,142,0,9574.5
15:13:47,5338.0,22.236405,114.184477,0.0,139,0,9575.3
15:13:52,5343.0,22.236398,114.184481,0.0,140,48,9576.2
15:14:02,5353.0,22.2364,114.184483,0.0,137,0,9577.0
15:14:07,5358.0,22.2364,114.184486,0.0,138,0,9577.3
15:14:19,5370.0,22.236395,114.184495,0.0,135,0,9578.3
15:14:22,5373.0,22.236396,114.1845,0.0,132,0,9578.8
15:14:25,5376.0,22.236397,114.184504,0.0,130,0,9579.1
15:14:29,5380.0,22.236396,114.184509,0.0,134,0,9579.7
15:14:30,5381.0,22.236395,114.184511,0.0,130,0,9579.9
15:14:38,5389.0,22.236388,114.184526,0.0,128,0,9581.7
15:14:40,5391.0,22.236385,114.184531,0.0,125,0,9582.3
15:14:42,5393.0,22.236382,114.184536,0.0,122,0,9582.9
15:14:50,5401.0,22.236375,114.184554,0.0,125,0,9584.9
15:14:53,5404.0,22.236373,114.184561,0.0,128,0,9585.7
15:14:56,5407.0,22.236371,114.184565,0.0,127,0,9586.1
15:15:07,5418.0,22.236365,114.184589,0.0,131,0,9588.6
15:15:10,5421.0,22.236366,114.184594,0.0,134,0,9589.2
15:15:14,5425.0,22.236365,114.184607,0.0,132,0,9590.5
15:15:20,5431.0,22.236365,114.184658,2.15,131,66,9596.0
15:15:22,5433.0,22.236356,114.184704,3.47,134,71,9600.8
15:15:25,5436.0,22.236336,114.184797,6.1,132,84,9610.6
15:15:32,5443.0,22.236276,114.185054,12.59,133,94,9637.9
15:15:35,5446.0,22.236255,114.185176,14.09,136,96,9650.7
15:15:37,5448.0,22.236245,114.185258,14.59,139,96,9659.2
15:15:38,5449.0,22.236244,114.185301,14.85,140,98,9663.6
15:15:45,5456.0,22.236212,114.185583,15.28,142,72,9693.0
15:15:52,5463.0,22.23619,114.185848,14.44,139,69,9720.4
15:15:53,5464.0,22.236186,114.185886,14.37,139,68,9724.3
15:15:58,5469.0,22.236173,114.186061,13.7,137,68,9742.4
15:16:03,5474.0,22.236153,114.186247,13.62,140,69,9761.7
15:16:04,5475.0,22.236151,114.186278,13.38,138,69,9764.9
15:16:06,5477.0,22.236139,114.186352,13.42,141,69,9772.7
15:16:10,5481.0,22.236126,114.186494,13.51,140,72,9787.4
15:16:14,5485.0,22.236107,114.18665,13.58,143,77,9803.6
15:16:16,5487.0,22.236098,114.186728,14.03,144,83,9811.7
15:16:21,5492.0,22.236072,114.186909,14.04,146,90,9830.5
15:16:25,5496.0,22.23605,114.187056,13.92,143,90,9846.0
15:16:28,5499.0,22.236042,114.187175,13.97,140,69,9858.2
15:16:33,5504.0,22.236046,114.18733,13.11,143,41,9874.2
15:16:34,5505.0,22.236047,114.187358,12.83,142,41,9877.2
15:16:44,5515.0,22.236073,114.187597,9.19,144,0,9901.9
15:16:45,5516.0,22.236078,114.187637,8.69,141,0,9906.1
15:16:49,5520.0,22.236095,114.18769,7.89,140,0,9911.9
15:16:51,5522.0,22.2361,114.187712,7.03,140,0,9914.2
15:16:54,5525.0,22.236098,114.187758,6.39,136,0,9919.0
15:16:58,5529.0,22.236102,114.187802,5.28,139,0,9923.4
15:17:01,5532.0,22.236113,114.187824,4.35,139,0,9926.0
15:17:07,5538.0,22.236127,114.187872,3.41,142,0,9931.1
15:17:09,5540.0,22.23613,114.187887,3.2,146,0,9932.7
15:17:10,5541.0,22.236133,114.187894,3.08,147,0,9933.4
15:17:23,5554.0,22.236167,114.187938,0.0,146,0,9939.6
15:17:26,5557.0,22.236173,114.187935,0.0,143,0,9940.2
15:17:32,5563.0,22.23618,114.187922,0.0,140,33,9941.7
15:17:33,5564.0,22.236187,114.187914,0.0,141,34,9942.9
15:17:42,5573.0,22.23621,114.187839,3.14,141,45,9951.1
15:17:43,5574.0,22.236211,114.187826,3.44,140,46,9952.5
15:17:49,5580.0,22.236193,114.187736,5.0,142,47,9961.9
15:17:53,5584.0,22.236173,114.187678,5.53,139,48,9968.3
15:17:54,5585.0,22.236167,114.187658,5.83,139,48,9970.5
15:18:00,5591.0,22.236135,114.187549,6.65,138,40,9982.2
15:18:02,5593.0,22.236121,114.18752,6.69,133,41,9985.6
15:18:03,5594.0,22.236116,114.187502,6.93,133,41,9987.6
15:18:06,5597.0,22.236098,114.18745,6.85,133,46,9993.3
15:18:07,5598.0,22.236091,114.187436,6.75,136,48,9995.0
15:18:10,5601.0,22.236066,114.187383,6.87,136,43,10001.1
15:18:12,5603.0,22.236048,114.187353,6.77,140,43,10004.8
15:18:14,5605.0,22.236026,114.187327,6.83,141,43,10008.4
15:18:21,5612.0,22.235952,114.187262,5.97,143,0,10019.0
15:18:26,5617.0,22.235919,114.187245,4.42,139,0,10023.1
15:18:29,5620.0,22.2359,114.187242,0.0,139,0,10025.2
15:18:30,5621.0,22.235896,114.187243,0.0,139,0,10025.6
